housename,location,houseprice,time_of_completion
"
西河公寓
","
                              ［萧山-湘湖闻堰］萧金路13号                            ",22928,"<p class=""date"">竣工日期：2000年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
钱江水晶澜轩
","
                              ［滨江-彩虹城］火炬大道                            ",56087,"<p class=""date"">竣工日期：2014年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
东方铭楼
","
                              ［江干-金沙湖］金沙大道281号                            ",20321,"<p class=""date"">竣工日期：2014年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
水湘人家南苑
","
                              ［江干-景芳］新苑路,近钱潮路                            ",38717,"<p class=""date"">竣工日期：2012年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
马市街社区东区
","
                              ［上城-小营］马市街155号                            ",41622,"<p class=""date"">竣工日期：1994年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
金瑞城市风景
","
                              ［拱墅-桥西］风景街333号                            ",48121,"<p class=""date"">竣工日期：2014年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
千岛湖半岛别墅
","
                              ［淳安-淳安］梦姑路298号                            ",23006,"<p class=""date"">竣工日期：2013年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
七格幸福家园
","
                              ［江干-金沙湖］七格路,近下沙路                            ",17046,"<p class=""date"">竣工日期：2009年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
荷花别墅
","
                              ［余杭-临平北］荷花路101号                            ",16840,"<p class=""date"">竣工日期：暂无数据                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
广大逸品
","
                              ［余杭-临平］临平人民大道645号                            ",22830,"<p class=""date"">竣工日期：2014年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
金色时代
","
                              ［临安-临安］勤学路10号                            ",17363,"<p class=""date"">竣工日期：2014年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
通达小区
","
                              ［萧山-杭州南站］人民路727号                            ",25327,"<p class=""date"">竣工日期：2004年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
天乐浅隐山
","
                              ［萧山-萧山区其他］杭州生态园内                            ",14851,"<p class=""date"">竣工日期：2011年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
通和府尚公馆
","
                              ［萧山-湘湖闻堰］万达北路                            ",51279,"<p class=""date"">竣工日期：2013年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
钱塘帝景(公寓)
","
                              ［滨江-彩虹城］信诚路817号                            ",48115,"<p class=""date"">竣工日期：2013年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
金基观岛(公寓)
","
                              ［淳安-淳安］千岛湖景观大道                            ",17130,"<p class=""date"">竣工日期：2011年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
华元美林公馆
","
                              ［余杭-未来科技城］文二西路,近荆长路                            ",33707,"<p class=""date"">竣工日期：2012年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
